Date,Region,Product,Units_Sold,Price_Point,Revenue,Competitor_Price,Weather,Promotion_Active
2023-01-17,North Delhi,Chocolate Fusion Samosa,21,45,945,47.61,Rainy,False
2023-01-17,West Delhi,Classic Potato Samosa,67,15,1005,19.12,Clear,False
2023-01-17,West Delhi,Paneer Tikka Samosa,67,25,1675,20.01,Clear,False
2023-01-17,West Delhi,Spicy Chicken Samosa,156,30,4680,29.3,Clear,False
2023-01-17,West Delhi,Chocolate Fusion Samosa,26,45,1170,45.82,Clear,False
2023-01-17,Noida,Classic Potato Samosa,66,15,990,14.55,Clear,False
2023-01-17,Noida,Paneer Tikka Samosa,157,25,3925,23.96,Clear,False
2023-01-17,Noida,Spicy Chicken Samosa,187,30,5610,32.57,Clear,False
2023-01-17,Noida,Chocolate Fusion Samosa,15,45,675,41.46,Clear,False
2023-01-17,Gurugram,Classic Potato Samosa,243,15,3645,14.99,Clear,True
2023-01-17,Gurugram,Paneer Tikka Samosa,175,25,4375,27.76,Clear,False
2023-01-17,Gurugram,Spicy Chicken Samosa,189,30,5670,28.51,Clear,False
2023-01-17,Gurugram,Chocolate Fusion Samosa,22,45,990,41.33,Clear,False
2023-01-18,South Delhi,Classic Potato Samosa,303,15,4545,12.0,Rainy,False
2023-01-18,South Delhi,Paneer Tikka Samosa,145,25,3625,27.06,Clear,False
2023-01-18,South Delhi,Spicy Chicken Samosa,85,30,2550,31.13,Clear,False
2023-01-18,South Delhi,Chocolate Fusion Samosa,72,45,3240,46.25,Rainy,True
2023-01-18,North Delhi,Classic Potato Samosa,242,15,3630,10.8,Rainy,False
2023-01-18,North Delhi,Paneer Tikka Samosa,172,25,4300,27.84,Clear,False
2023-01-18,North Delhi,Spicy Chicken Samosa,67,30,2010,29.39,Clear,False
2023-01-18,North Delhi,Chocolate Fusion Samosa,33,45,1485,44.79,Clear,False
2023-01-18,West Delhi,Classic Potato Samosa,132,15,1980,11.82,Clear,True
2023-01-18,West Delhi,Paneer Tikka Samosa,132,25,3300,25.55,Clear,False
2023-01-18,West Delhi,Spicy Chicken Samosa,87,30,2610,30.42,Clear,False
2023-01-18,West Delhi,Chocolate Fusion Samosa,9,45,405,42.21,Clear,False
2023-01-18,Noida,Classic Potato Samosa,133,15,1995,14.63,Clear,False
2023-01-18,Noida,Paneer Tikka Samosa,278,25,6950,28.46,Clear,True
2023-01-18,Noida,Spicy Chicken Samosa,111,30,3330,34.88,Clear,False
2023-01-18,Noida,Chocolate Fusion Samosa,28,45,1260,44.39,Clear,False
2023-01-18,Gurugram,Classic Potato Samosa,267,15,4005,19.01,Rainy,False
2023-01-18,Gurugram,Paneer Tikka Samosa,100,25,2500,22.84,Rainy,False
2023-01-18,Gurugram,Spicy Chicken Samosa,79,30,2370,33.36,Clear,False
2023-01-18,Gurugram,Chocolate Fusion Samosa,9,45,405,46.02,Clear,False
2023-01-19,South Delhi,Classic Potato Samosa,198,15,2970,11.81,Rainy,False
2023-01-19,South Delhi,Paneer Tikka Samosa,184,25,4600,20.97,Clear,False
2023-01-19,South Delhi,Spicy Chicken Samosa,98,30,2940,30.93,Clear,False
2023-01-19,South Delhi,Chocolate Fusion Samosa,45,45,2025,42.58,Rainy,False
2023-01-19,North Delhi,Classic Potato Samosa,70,15,1050,11.31,Clear,False
2023-01-19,North Delhi,Paneer Tikka Samosa,122,25,3050,28.84,Clear,False
2023-01-19,North Delhi,Spicy Chicken Samosa,81,30,2430,31.69,Clear,False
2023-01-19,North Delhi,Chocolate Fusion Samosa,11,45,495,47.07,Clear,False
2023-01-19,West Delhi,Classic Potato Samosa,146,15,2190,16.06,Clear,False
2023-01-19,West Delhi,Paneer Tikka Samosa,124,25,3100,28.44,Clear,False
2023-01-19,West Delhi,Spicy Chicken Samosa,169,30,5070,30.58,Rainy,False
2023-01-19,West Delhi,Chocolate Fusion Samosa,31,45,1395,45.31,Clear,False
2023-01-19,Noida,Classic Potato Samosa,89,15,1335,12.25,Clear,False
2023-01-19,Noida,Paneer Tikka Samosa,140,25,3500,20.42,Clear,False
2023-01-19,Noida,Spicy Chicken Samosa,188,30,5640,25.05,Rainy,True
2023-01-19,Noida,Chocolate Fusion Samosa,52,45,2340,44.55,Rainy,False
2023-01-19,Gurugram,Classic Potato Samosa,119,15,1785,11.4,Clear,False
2023-01-19,Gurugram,Paneer Tikka Samosa,171,25,4275,27.33,Rainy,False
2023-01-19,Gurugram,Spicy Chicken Samosa,111,30,3330,31.73,Clear,True
2023-01-19,Gurugram,Chocolate Fusion Samosa,13,45,585,46.93,Clear,False
2023-01-20,South Delhi,Classic Potato Samosa,243,15,3645,10.18,Clear,True
2023-01-20,South Delhi,Paneer Tikka Samosa,286,25,7150,25.71,Rainy,False
2023-01-20,South Delhi,Spicy Chicken Samosa,195,30,5850,34.19,Clear,False
2023-01-20,South Delhi,Chocolate Fusion Samosa,75,45,3375,46.67,Rainy,True
2023-01-20,North Delhi,Classic Potato Samosa,180,15,2700,16.05,Clear,False
2023-01-20,North Delhi,Paneer Tikka Samosa,218,25,5450,28.71,Clear,True
2023-01-20,North Delhi,Spicy Chicken Samosa,158,30,4740,26.09,Clear,False
2023-01-20,North Delhi,Chocolate Fusion Samosa,13,45,585,48.08,Clear,False
2023-01-20,West Delhi,Classic Potato Samosa,170,15,2550,18.69,Clear,False
2023-01-20,West Delhi,Paneer Tikka Samosa,65,25,1625,20.06,Clear,False
2023-01-20,West Delhi,Spicy Chicken Samosa,83,30,2490,30.63,Clear,False
2023-01-20,West Delhi,Chocolate Fusion Samosa,37,45,1665,44.44,Clear,False
2023-01-20,Noida,Classic Potato Samosa,180,15,2700,16.43,Clear,False
2023-01-20,Noida,Paneer Tikka Samosa,149,25,3725,28.63,Clear,False
2023-01-20,Noida,Spicy Chicken Samosa,176,30,5280,33.14,Rainy,False
2023-01-20,Noida,Chocolate Fusion Samosa,20,45,900,42.46,Clear,False
2023-01-20,Gurugram,Classic Potato Samosa,193,15,2895,18.13,Clear,False
2023-01-20,Gurugram,Paneer Tikka Samosa,119,25,2975,20.08,Clear,False
2023-01-20,Gurugram,Spicy Chicken Samosa,174,30,5220,31.55,Rainy,False
2023-01-20,Gurugram,Chocolate Fusion Samosa,24,45,1080,41.95,Clear,False
2023-01-21,South Delhi,Classic Potato Samosa,247,15,3705,12.85,Clear,False
2023-01-21,South Delhi,Paneer Tikka Samosa,222,25,5550,25.81,Clear,True
2023-01-21,South Delhi,Spicy Chicken Samosa,165,30,4950,34.77,Clear,False
2023-01-21,South Delhi,Chocolate Fusion Samosa,56,45,2520,48.59,Clear,False
2023-01-21,North Delhi,Classic Potato Samosa,143,15,2145,11.07,Clear,False
2023-01-21,North Delhi,Paneer Tikka Samosa,207,25,5175,24.25,Rainy,False
2023-01-21,North Delhi,Spicy Chicken Samosa,91,30,2730,30.26,Clear,False
2023-01-21,North Delhi,Chocolate Fusion Samosa,38,45,1710,48.84,Rainy,False
2023-01-21,West Delhi,Classic Potato Samosa,94,15,1410,11.75,Clear,False
2023-01-21,West Delhi,Paneer Tikka Samosa,221,25,5525,22.37,Clear,True
2023-01-21,West Delhi,Spicy Chicken Samosa,139,30,4170,33.51,Clear,False
2023-01-21,West Delhi,Chocolate Fusion Samosa,22,45,990,41.5,Clear,False
2023-01-21,Noida,Classic Potato Samosa,169,15,2535,17.37,Clear,False
2023-01-21,Noida,Paneer Tikka Samosa,238,25,5950,21.78,Clear,False
2023-01-21,Noida,Spicy Chicken Samosa,139,30,4170,30.47,Clear,False
2023-01-21,Noida,Chocolate Fusion Samosa,21,45,945,44.97,Clear,False
2023-01-21,Gurugram,Classic Potato Samosa,82,15,1230,16.76,Clear,False
2023-01-21,Gurugram,Paneer Tikka Samosa,147,25,3675,26.92,Clear,False
2023-01-21,Gurugram,Spicy Chicken Samosa,118,30,3540,32.24,Clear,False
2023-01-21,Gurugram,Chocolate Fusion Samosa,17,45,765,46.45,Clear,False
2023-01-22,South Delhi,Classic Potato Samosa,165,15,2475,12.27,Clear,False
2023-01-22,South Delhi,Paneer Tikka Samosa,175,25,4375,28.32,Clear,False
2023-01-22,South Delhi,Spicy Chicken Samosa,212,30,6360,30.4,Clear,False
2023-01-22,South Delhi,Chocolate Fusion Samosa,42,45,1890,44.57,Clear,False
2023-01-22,North Delhi,Classic Potato Samosa,307,15,4605,16.62,Rainy,False
2023-01-22,North Delhi,Paneer Tikka Samosa,316,25,7900,23.34,Clear,True
2023-01-22,North Delhi,Spicy Chicken Samosa,161,30,4830,26.75,Rainy,False
2023-01-22,North Delhi,Chocolate Fusion Samosa,30,45,1350,40.97,Clear,False
2023-01-22,West Delhi,Classic Potato Samosa,169,15,2535,16.65,Clear,False
2023-01-22,West Delhi,Paneer Tikka Samosa,216,25,5400,21.2,Clear,False
2023-01-22,West Delhi,Spicy Chicken Samosa,87,30,2610,27.44,Clear,False
2023-01-22,West Delhi,Chocolate Fusion Samosa,40,45,1800,47.88,Clear,False
2023-01-22,Noida,Classic Potato Samosa,184,15,2760,17.82,Rainy,False
2023-01-22,Noida,Paneer Tikka Samosa,238,25,5950,22.27,Clear,False
2023-01-22,Noida,Spicy Chicken Samosa,186,30,5580,27.39,Clear,False
2023-01-22,Noida,Chocolate Fusion Samosa,24,45,1080,49.42,Clear,False
2023-01-22,Gurugram,Classic Potato Samosa,298,15,4470,14.97,Rainy,False
2023-01-22,Gurugram,Paneer Tikka Samosa,219,25,5475,25.01,Clear,False
2023-01-22,Gurugram,Spicy Chicken Samosa,222,30,6660,28.81,Rainy,False
2023-01-22,Gurugram,Chocolate Fusion Samosa,31,45,1395,47.9,Rainy,False
2023-01-23,South Delhi,Classic Potato Samosa,157,15,2355,10.23,Clear,False
2023-01-23,South Delhi,Paneer Tikka Samosa,218,25,5450,29.76,Clear,False
2023-01-23,South Delhi,Spicy Chicken Samosa,92,30,2760,33.62,Clear,False
2023-01-23,South Delhi,Chocolate Fusion Samosa,39,45,1755,48.29,Rainy,False
2023-01-23,North Delhi,Classic Potato Samosa,131,15,1965,11.46,Clear,False
2023-01-23,North Delhi,Paneer Tikka Samosa,191,25,4775,21.35,Clear,False
2023-01-23,North Delhi,Spicy Chicken Samosa,152,30,4560,26.22,Clear,False
2023-01-23,North Delhi,Chocolate Fusion Samosa,46,45,2070,42.78,Rainy,True
2023-01-23,West Delhi,Classic Potato Samosa,145,15,2175,16.2,Clear,False
2023-01-23,West Delhi,Paneer Tikka Samosa,141,25,3525,25.64,Clear,False
2023-01-23,West Delhi,Spicy Chicken Samosa,107,30,3210,34.95,Clear,False
2023-01-23,West Delhi,Chocolate Fusion Samosa,36,45,1620,41.71,Clear,False
2023-01-23,Noida,Classic Potato Samosa,91,15,1365,11.01,Clear,False
2023-01-23,Noida,Paneer Tikka Samosa,167,25,4175,26.33,Clear,False
2023-01-23,Noida,Spicy Chicken Samosa,115,30,3450,28.06,Clear,False
2023-01-23,Noida,Chocolate Fusion Samosa,10,45,450,41.31,Clear,False
2023-01-23,Gurugram,Classic Potato Samosa,145,15,2175,13.68,Clear,False
2023-01-23,Gurugram,Paneer Tikka Samosa,183,25,4575,23.87,Clear,False
2023-01-23,Gurugram,Spicy Chicken Samosa,70,30,2100,29.81,Clear,False
2023-01-23,Gurugram,Chocolate Fusion Samosa,32,45,1440,45.35,Clear,False
2023-01-24,South Delhi,Classic Potato Samosa,248,15,3720,16.29,Rainy,False
2023-01-24,South Delhi,Paneer Tikka Samosa,222,25,5550,24.88,Rainy,False
2023-01-24,South Delhi,Spicy Chicken Samosa,230,30,6900,29.99,Clear,False
2023-01-24,South Delhi,Chocolate Fusion Samosa,39,45,1755,43.25,Clear,False
2023-01-24,North Delhi,Classic Potato Samosa,170,15,2550,13.94,Clear,False
2023-01-24,North Delhi,Paneer Tikka Samosa,158,25,3950,21.33,Rainy,False
2023-01-24,North Delhi,Spicy Chicken Samosa,146,30,4380,31.88,Clear,False
2023-01-24,North Delhi,Chocolate Fusion Samosa,36,45,1620,40.38,Rainy,False
2023-01-24,West Delhi,Classic Potato Samosa,198,15,2970,14.95,Rainy,False
2023-01-24,West Delhi,Paneer Tikka Samosa,74,25,1850,26.14,Clear,False
2023-01-24,West Delhi,Spicy Chicken Samosa,198,30,5940,26.06,Rainy,False
2023-01-24,West Delhi,Chocolate Fusion Samosa,6,45,270,40.38,Clear,False
2023-01-24,Noida,Classic Potato Samosa,176,15,2640,10.71,Clear,False
2023-01-24,Noida,Paneer Tikka Samosa,94,25,2350,23.88,Clear,False
2023-01-24,Noida,Spicy Chicken Samosa,104,30,3120,32.75,Clear,False
2023-01-24,Noida,Chocolate Fusion Samosa,29,45,1305,40.98,Clear,False
2023-01-24,Gurugram,Classic Potato Samosa,185,15,2775,14.24,Clear,False
2023-01-24,Gurugram,Paneer Tikka Samosa,263,25,6575,27.82,Rainy,False
2023-01-24,Gurugram,Spicy Chicken Samosa,144,30,4320,25.1,Clear,True
2023-01-24,Gurugram,Chocolate Fusion Samosa,10,45,450,45.3,Clear,False
2023-01-25,South Delhi,Classic Potato Samosa,173,15,2595,11.25,Clear,False
2023-01-25,South Delhi,Paneer Tikka Samosa,327,25,8175,25.82,Clear,True
2023-01-25,South Delhi,Spicy Chicken Samosa,224,30,6720,26.57,Clear,False
2023-01-25,South Delhi,Chocolate Fusion Samosa,29,45,1305,40.95,Clear,False
2023-01-25,North Delhi,Classic Potato Samosa,140,15,2100,11.64,Clear,False
2023-01-25,North Delhi,Paneer Tikka Samosa,154,25,3850,24.96,Clear,True
2023-01-25,North Delhi,Spicy Chicken Samosa,127,30,3810,33.61,Rainy,False
2023-01-25,North Delhi,Chocolate Fusion Samosa,16,45,720,42.21,Clear,False
2023-01-25,West Delhi,Classic Potato Samosa,74,15,1110,11.81,Clear,False
2023-01-25,West Delhi,Paneer Tikka Samosa,188,25,4700,29.85,Clear,False
2023-01-25,West Delhi,Spicy Chicken Samosa,92,30,2760,26.08,Clear,False
2023-01-25,West Delhi,Chocolate Fusion Samosa,34,45,1530,44.88,Rainy,False
2023-01-25,Noida,Classic Potato Samosa,93,15,1395,15.42,Clear,False
2023-01-25,Noida,Paneer Tikka Samosa,143,25,3575,21.06,Clear,False
2023-01-25,Noida,Spicy Chicken Samosa,131,30,3930,31.36,Rainy,False
2023-01-25,Noida,Chocolate Fusion Samosa,25,45,1125,47.42,Rainy,False
2023-01-25,Gurugram,Classic Potato Samosa,101,15,1515,14.01,Clear,True
2023-01-25,Gurugram,Paneer Tikka Samosa,191,25,4775,27.33,Clear,False
2023-01-25,Gurugram,Spicy Chicken Samosa,182,30,5460,32.84,Clear,False
2023-01-25,Gurugram,Chocolate Fusion Samosa,47,45,2115,48.33,Rainy,False
2023-01-26,South Delhi,Classic Potato Samosa,277,15,4155,13.68,Rainy,False
2023-01-26,South Delhi,Paneer Tikka Samosa,270,25,6750,24.7,Rainy,False
2023-01-26,South Delhi,Spicy Chicken Samosa,308,30,9240,29.49,Clear,True
2023-01-26,South Delhi,Chocolate Fusion Samosa,21,45,945,43.92,Clear,False
2023-01-26,North Delhi,Classic Potato Samosa,174,15,2610,10.29,Clear,False
2023-01-26,North Delhi,Paneer Tikka Samosa,123,25,3075,20.93,Clear,False
2023-01-26,North Delhi,Spicy Chicken Samosa,156,30,4680,25.65,Clear,False
2023-01-26,North Delhi,Chocolate Fusion Samosa,35,45,1575,44.87,Clear,False
2023-01-26,West Delhi,Classic Potato Samosa,102,15,1530,18.25,Clear,False
2023-01-26,West Delhi,Paneer Tikka Samosa,127,25,3175,26.95,Clear,False
2023-01-26,West Delhi,Spicy Chicken Samosa,162,30,4860,32.89,Clear,False
2023-01-26,West Delhi,Chocolate Fusion Samosa,29,45,1305,43.28,Clear,False
2023-01-26,Noida,Classic Potato Samosa,135,15,2025,10.63,Clear,False
2023-01-26,Noida,Paneer Tikka Samosa,256,25,6400,29.33,Rainy,False
2023-01-26,Noida,Spicy Chicken Samosa,122,30,3660,29.96,Clear,False
2023-01-26,Noida,Chocolate Fusion Samosa,34,45,1530,43.84,Rainy,False
2023-01-26,Gurugram,Classic Potato Samosa,113,15,1695,15.66,Clear,True
2023-01-26,Gurugram,Paneer Tikka Samosa,76,25,1900,20.24,Clear,False
2023-01-26,Gurugram,Spicy Chicken Samosa,154,30,4620,34.41,Clear,False
2023-01-26,Gurugram,Chocolate Fusion Samosa,12,45,540,48.42,Rainy,False
2023-01-27,South Delhi,Classic Potato Samosa,134,15,2010,19.37,Clear,False
2023-01-27,South Delhi,Paneer Tikka Samosa,232,25,5800,27.28,Clear,False
2023-01-27,South Delhi,Spicy Chicken Samosa,131,30,3930,32.66,Clear,False
2023-01-27,South Delhi,Chocolate Fusion Samosa,28,45,1260,47.51,Clear,False
2023-01-27,North Delhi,Classic Potato Samosa,94,15,1410,12.83,Clear,False
2023-01-27,North Delhi,Paneer Tikka Samosa,102,25,2550,22.76,Clear,False
2023-01-27,North Delhi,Spicy Chicken Samosa,81,30,2430,32.59,Clear,False
2023-01-27,North Delhi,Chocolate Fusion Samosa,22,45,990,48.53,Clear,False
2023-01-27,West Delhi,Classic Potato Samosa,172,15,2580,13.46,Clear,False
2023-01-27,West Delhi,Paneer Tikka Samosa,128,25,3200,29.0,Clear,False
2023-01-27,West Delhi,Spicy Chicken Samosa,170,30,5100,26.28,Clear,False
2023-01-27,West Delhi,Chocolate Fusion Samosa,20,45,900,47.88,Rainy,False
2023-01-27,Noida,Classic Potato Samosa,114,15,1710,12.57,Rainy,False
2023-01-27,Noida,Paneer Tikka Samosa,67,25,1675,23.38,Clear,False
2023-01-27,Noida,Spicy Chicken Samosa,376,30,11280,26.83,Rainy,True
2023-01-27,Noida,Chocolate Fusion Samosa,28,45,1260,40.89,Clear,False
2023-01-27,Gurugram,Classic Potato Samosa,175,15,2625,11.15,Clear,False
2023-01-27,Gurugram,Paneer Tikka Samosa,191,25,4775,27.92,Clear,False
2023-01-27,Gurugram,Spicy Chicken Samosa,127,30,3810,29.58,Clear,False
2023-01-27,Gurugram,Chocolate Fusion Samosa,25,45,1125,48.5,Rainy,False
2023-01-28,South Delhi,Classic Potato Samosa,313,15,4695,14.6,Rainy,False
2023-01-28,South Delhi,Paneer Tikka Samosa,171,25,4275,25.13,Clear,False
2023-01-28,South Delhi,Spicy Chicken Samosa,297,30,8910,32.94,Rainy,False
2023-01-28,South Delhi,Chocolate Fusion Samosa,21,45,945,47.58,Clear,False
2023-01-28,North Delhi,Classic Potato Samosa,219,15,3285,16.6,Clear,False
2023-01-28,North Delhi,Paneer Tikka Samosa,320,25,8000,25.6,Rainy,False
2023-01-28,North Delhi,Spicy Chicken Samosa,125,30,3750,25.65,Clear,False
2023-01-28,North Delhi,Chocolate Fusion Samosa,19,45,855,47.98,Clear,False
2023-01-28,West Delhi,Classic Potato Samosa,200,15,3000,13.8,Rainy,False
2023-01-28,West Delhi,Paneer Tikka Samosa,110,25,2750,21.87,Clear,False
2023-01-28,West Delhi,Spicy Chicken Samosa,92,30,2760,30.78,Clear,False
2023-01-28,West Delhi,Chocolate Fusion Samosa,19,45,855,49.15,Clear,False
2023-01-28,Noida,Classic Potato Samosa,212,15,3180,17.93,Clear,False
2023-01-28,Noida,Paneer Tikka Samosa,91,25,2275,28.97,Clear,False
2023-01-28,Noida,Spicy Chicken Samosa,144,30,4320,25.33,Clear,False
2023-01-28,Noida,Chocolate Fusion Samosa,20,45,900,43.13,Rainy,False
2023-01-28,Gurugram,Classic Potato Samosa,232,15,3480,18.82,Clear,False
2023-01-28,Gurugram,Paneer Tikka Samosa,99,25,2475,29.88,Clear,False
2023-01-28,Gurugram,Spicy Chicken Samosa,113,30,3390,34.97,Clear,False
2023-01-28,Gurugram,Chocolate Fusion Samosa,43,45,1935,40.93,Clear,False
2023-01-29,South Delhi,Classic Potato Samosa,319,15,4785,10.79,Rainy,False
2023-01-29,South Delhi,Paneer Tikka Samosa,157,25,3925,22.96,Clear,True
2023-01-29,South Delhi,Spicy Chicken Samosa,193,30,5790,34.88,Clear,False
2023-01-29,South Delhi,Chocolate Fusion Samosa,37,45,1665,42.54,Clear,False
2023-01-29,North Delhi,Classic Potato Samosa,219,15,3285,11.74,Clear,False
2023-01-29,North Delhi,Paneer Tikka Samosa,113,25,2825,27.19,Clear,False
2023-01-29,North Delhi,Spicy Chicken Samosa,136,30,4080,29.5,Clear,False
2023-01-29,North Delhi,Chocolate Fusion Samosa,24,45,1080,43.52,Clear,False
2023-01-29,West Delhi,Classic Potato Samosa,268,15,4020,12.54,Rainy,False
2023-01-29,West Delhi,Paneer Tikka Samosa,133,25,3325,23.25,Clear,False
2023-01-29,West Delhi,Spicy Chicken Samosa,144,30,4320,26.67,Clear,False
2023-01-29,West Delhi,Chocolate Fusion Samosa,8,45,360,46.43,Clear,False
2023-01-29,Noida,Classic Potato Samosa,86,15,1290,13.6,Clear,False
2023-01-29,Noida,Paneer Tikka Samosa,113,25,2825,26.53,Clear,False
2023-01-29,Noida,Spicy Chicken Samosa,153,30,4590,33.07,Clear,True
2023-01-29,Noida,Chocolate Fusion Samosa,43,45,1935,46.71,Rainy,False
2023-01-29,Gurugram,Classic Potato Samosa,117,15,1755,13.8,Clear,False
2023-01-29,Gurugram,Paneer Tikka Samosa,102,25,2550,23.8,Clear,False
2023-01-29,Gurugram,Spicy Chicken Samosa,128,30,3840,25.18,Clear,False
2023-01-29,Gurugram,Chocolate Fusion Samosa,63,45,2835,41.27,Rainy,False
2023-01-30,South Delhi,Classic Potato Samosa,432,15,6480,16.99,Rainy,True
2023-01-30,South Delhi,Paneer Tikka Samosa,168,25,4200,27.27,Rainy,False
2023-01-30,South Delhi,Spicy Chicken Samosa,106,30,3180,32.04,Clear,False
2023-01-30,South Delhi,Chocolate Fusion Samosa,12,45,540,40.12,Clear,False
2023-01-30,North Delhi,Classic Potato Samosa,131,15,1965,12.97,Clear,False
2023-01-30,North Delhi,Paneer Tikka Samosa,140,25,3500,20.64,Clear,False
2023-01-30,North Delhi,Spicy Chicken Samosa,183,30,5490,30.93,Clear,False
2023-01-30,North Delhi,Chocolate Fusion Samosa,36,45,1620,42.4,Clear,False
2023-01-30,West Delhi,Classic Potato Samosa,126,15,1890,19.95,Clear,False
2023-01-30,West Delhi,Paneer Tikka Samosa,128,25,3200,22.52,Clear,False
2023-01-30,West Delhi,Spicy Chicken Samosa,150,30,4500,30.25,Clear,False
2023-01-30,West Delhi,Chocolate Fusion Samosa,10,45,450,49.56,Clear,False
2023-01-30,Noida,Classic Potato Samosa,74,15,1110,13.17,Clear,False
2023-01-30,Noida,Paneer Tikka Samosa,162,25,4050,23.41,Clear,False
2023-01-30,Noida,Spicy Chicken Samosa,131,30,3930,31.31,Clear,False
2023-01-30,Noida,Chocolate Fusion Samosa,37,45,1665,45.12,Clear,False
2023-01-30,Gurugram,Classic Potato Samosa,100,15,1500,19.71,Clear,False
2023-01-30,Gurugram,Paneer Tikka Samosa,149,25,3725,29.84,Clear,False
2023-01-30,Gurugram,Spicy Chicken Samosa,157,30,4710,27.54,Clear,False
2023-01-30,Gurugram,Chocolate Fusion Samosa,29,45,1305,42.39,Rainy,False
2023-01-31,South Delhi,Classic Potato Samosa,177,15,2655,16.23,Clear,False
2023-01-31,South Delhi,Paneer Tikka Samosa,98,25,2450,22.07,Clear,False
2023-01-31,South Delhi,Spicy Chicken Samosa,135,30,4050,25.49,Rainy,False
2023-01-31,South Delhi,Chocolate Fusion Samosa,23,45,1035,44.63,Clear,False
2023-01-31,North Delhi,Classic Potato Samosa,127,15,1905,10.44,Clear,False
2023-01-31,North Delhi,Paneer Tikka Samosa,75,25,1875,28.18,Clear,False
2023-01-31,North Delhi,Spicy Chicken Samosa,91,30,2730,33.74,Clear,False
2023-01-31,North Delhi,Chocolate Fusion Samosa,19,45,855,49.29,Clear,False
2023-01-31,West Delhi,Classic Potato Samosa,122,15,1830,14.11,Clear,False
2023-01-31,West Delhi,Paneer Tikka Samosa,157,25,3925,26.75,Clear,False
2023-01-31,West Delhi,Spicy Chicken Samosa,149,30,4470,33.21,Rainy,False
2023-01-31,West Delhi,Chocolate Fusion Samosa,37,45,1665,42.58,Clear,False
2023-01-31,Noida,Classic Potato Samosa,247,15,3705,12.57,Rainy,False
2023-01-31,Noida,Paneer Tikka Samosa,152,25,3800,23.69,Clear,False
2023-01-31,Noida,Spicy Chicken Samosa,88,30,2640,34.0,Clear,False
2023-01-31,Noida,Chocolate Fusion Samosa,41,45,1845,46.69,Rainy,False
2023-01-31,Gurugram,Classic Potato Samosa,159,15,2385,10.1,Clear,False
2023-01-31,Gurugram,Paneer Tikka Samosa,170,25,4250,21.54,Clear,False
2023-01-31,Gurugram,Spicy Chicken Samosa,67,30,2010,34.02,Clear,False
2023-01-31,Gurugram,Chocolate Fusion Samosa,9,45,405,40.12,Clear,False
2023-02-01,South Delhi,Classic Potato Samosa,73,15,1095,15.77,Clear,False
2023-02-01,South Delhi,Paneer Tikka Samosa,350,25,8750,22.16,Rainy,True
2023-02-01,South Delhi,Spicy Chicken Samosa,88,30,2640,33.46,Clear,False
